717033,717033,717033
717033,717033,392029
717033,392029,717033
392029,717033,717033
717033,717033,717121
717033,717121,717121
717121,717121,642705
717121,642705,642705
642705,642705,642705
642705,642705,256414
642705,256414,256414
256414,256414,256414
256414,256414,344004
256414,344004,344004
344004,344004,717121
344004,717121,717121
717121,717121,503457
717121,503457,91217
503457,91217,116693
91217,116693,41510
116693,41510,503457
41510,503457,503457
503457,503457,116693
503457,116693,116693
116693,116693,172031
116693,172031,151418
172031,151418,116693
151418,116693,499865
116693,499865,116693
499865,116693,503457
116693,503457,704498
503457,704498,704487
704498,704487,704409
704487,704409,703641
704409,703641,691908
703641,691908,704280
691908,704280,704050
704280,704050,459204
704050,459204,459204
459204,459204,134433
459204,134433,318379
134433,318379,318379
318379,318379,124396
318379,124396,124396
124396,124396,124396
124396,124396,373592
124396,373592,124396
373592,124396,124396
124396,373592,373592
373592,373592,373592
373592,373592,279418
373592,279418,279418
279418,279418,572550
279418,572550,124396
572550,124396,586228
124396,586228,586228
586228,586228,373592
586228,373592,279418
373592,279418,124396
279418,124396,636248
124396,636248,633550
636248,633550,636248
633550,636248,633550
636248,633550,633550
633550,633550,636248
633550,633550,633550
633550,636248,636248
636248,636248,633550
636248,633550,718313
633550,718313,718313
718313,718313,680161
718313,680161,141500
680161,141500,643813
141500,643813,643813
643813,643813,643813
643813,643813,718313
643813,718313,438809
718313,438809,13491
438809,13491,643813
13491,643813,643813
643813,643813,539724
643813,539724,80611
539724,80611,102313
80611,102313,566175
102313,566175,539724
566175,539724,539724
539724,539724,676162
539724,676162,539724
676162,539724,676162
539724,676162,80611
676162,80611,676162
80611,676162,539724
676162,539724,539724
676162,80611,539724
80611,539724,80611
539724,80611,539724
80611,539724,676162
676162,80611,328027
80611,328027,8892
328027,8892,8892
8892,8892,284722
8892,284722,168506
284722,168506,328027
168506,328027,172031
328027,172031,311745
172031,311745,718313
311745,718313,279831
718313,279831,717121
279831,717121,401122
717121,401122,284722
401122,284722,718313
284722,718313,401122
718313,401122,320994
401122,320994,284722
320994,284722,532893
284722,532893,554185
532893,554185,241875
554185,241875,177582
241875,177582,552284
177582,552284,661828
552284,661828,241875
661828,241875,241875
241875,241875,103894
241875,103894,103894
103894,103894,714104
103894,714104,241875
714104,241875,424450
241875,424450,395698
424450,395698,395698
395698,395698,395698
395698,395698,424450
395698,424450,14272
424450,14272,395698
14272,395698,466851
395698,466851,642861
466851,642861,395698
642861,395698,200873
395698,200873,567526
200873,567526,686881
567526,686881,686881
686881,686881,204766
686881,204766,296351
204766,296351,398155
296351,398155,523614
398155,523614,24570
523614,24570,686881
24570,686881,686881
686881,686881,296351
686881,296351,2
296351,2,2
2,2,204766
2,204766,200873
204766,200873,24570
200873,24570,686881
686881,686881,323539
686881,323539,201236
323539,201236,261099
201236,261099,68050
261099,68050,632590
68050,632590,632590
632590,632590,715162
632590,715162,715162
715162,715162,715162
715162,715162,17890
715162,17890,17890
17890,17890,68050
17890,68050,632590
68050,632590,68050
632590,68050,68050
68050,68050,68050
68050,68050,170986
68050,170986,170986
170986,170986,170986
170986,170986,632590
170986,632590,12792
632590,12792,764508
12792,764508,12792
764508,12792,764508
764508,12792,12792
12792,12792,764508
12792,764508,267868
764508,267868,764508
267868,764508,12792
764508,12792,711692
12792,711692,711692
711692,711692,711692
711692,711692,610438
711692,610438,610438
610438,610438,711692
610438,711692,404765
711692,404765,404765
404765,404765,711692
404765,711692,523180
711692,523180,523180
523180,523180,711692
523180,711692,711692
711692,711692,744346
711692,744346,744346
744346,744346,744346
744346,744346,711692
744346,711692,711692
711692,711692,227466
711692,227466,227466
227466,227466,227466
227466,227466,239980
227466,239980,239980
239980,239980,239980
239980,239980,164511
239980,164511,164511
164511,164511,164511
164511,164511,594802
164511,594802,594802
594802,594802,326234
594802,326234,594802
326234,594802,594802
594802,594802,142207
594802,142207,142207
142207,142207,723762
142207,723762,113567
723762,113567,594802
113567,594802,594802
594802,594802,594802
594802,594802,116215
594802,116215,594802
116215,594802,594802
594802,116215,116215
116215,116215,594802
594802,594802,236201
594802,236201,2
236201,2,278033
2,278033,551802
278033,551802,2
551802,2,2
2,2,84037
2,84037,81389
84037,81389,551802
81389,551802,288898
551802,288898,551802
288898,551802,2
551802,2,551802
2,551802,2
2,551802,551802
551802,551802,2
551802,2,709131
2,709131,709131
709131,709131,709131
709131,709131,435392
709131,435392,435392
435392,435392,229121
435392,229121,229121
229121,229121,229121
229121,229121,644087
229121,644087,390603
644087,390603,534264
390603,534264,189573
534264,189573,534264
189573,534264,189573
534264,189573,707142
189573,707142,534264
707142,534264,390603
534264,390603,390603
390603,390603,534264
390603,534264,534264
534264,534264,189573
534264,189573,390603
189573,390603,390943
390603,390943,720658
390943,720658,165213
720658,165213,390943
165213,390943,720658
390943,720658,2
720658,2,164284
2,164284,390943
164284,390943,390943
390943,390943,720658
390943,720658,91721
720658,91721,91721
91721,91721,164284
91721,164284,164284
164284,164284,568668
164284,568668,91721
568668,91721,164284
91721,164284,390943
164284,390943,164284
390943,164284,291916
164284,291916,291916
291916,291916,291916
291916,291916,705481
291916,705481,705481
705481,705481,650804
705481,650804,650804
650804,650804,650804
650804,650804,693014
650804,693014,693014
693014,693014,698239
693014,698239,698239
698239,698239,697336
698239,697336,697336
697336,697336,697336
697336,697336,622074
697336,622074,622074
622074,622074,622074
622074,622074,111959
622074,111959,111959
111959,111959,111959
111959,111959,698661
111959,698661,698661
698661,698661,698661
698661,698661,622074
698661,622074,622074
622074,622074,698661
622074,698661,698661
698661,698661,484844
698661,484844,484844
484844,484844,484844
484844,484844,426677
484844,426677,426677
426677,426677,372582
426677,372582,484844
372582,484844,484844
484844,426677,468771
426677,468771,364081
468771,364081,484844
364081,484844,484844
484844,426677,338317
426677,338317,338317
338317,338317,754068
338317,754068,338317
754068,338317,754068
338317,754068,754068
754068,754068,338317
754068,338317,338317
338317,338317,338317
338317,338317,335636
338317,335636,578961
335636,578961,578961
578961,578961,10148
578961,10148,335636
10148,335636,335636
335636,335636,335636
335636,335636,10148
335636,10148,10148
10148,10148,10148
10148,10148,139273
10148,139273,322982
139273,322982,452281
322982,452281,322982
452281,322982,139273
322982,139273,322982
139273,322982,322982
322982,322982,83764
322982,83764,139273
83764,139273,322982
139273,322982,589023
322982,589023,322982
589023,322982,322982
322982,322982,322982
322982,322982,139273
139273,322982,139273
322982,139273,729970
139273,729970,191681
729970,191681,164423
191681,164423,693893
164423,693893,729970
693893,729970,164423
729970,164423,76726
164423,76726,693893
76726,693893,693893
693893,693893,693893
693893,693893,119629
693893,119629,693893
119629,693893,693893
693893,693893,693873
693893,693873,693893
693873,693893,693893
693893,693893,720235
693893,720235,719875
720235,719875,719749
719875,719749,720206
719749,720206,719875
720206,719875,719875
719875,719875,719998
719875,719998,719749
719998,719749,719749
719749,719749,719875
719749,719875,720238
719875,720238,719875
720238,719875,720238
720238,719875,720235
719875,720235,720206
720235,720206,719875
720206,719875,719749
719875,719749,732667
719749,732667,732667
732667,732667,732667
732667,732667,277717
732667,277717,277717
277717,277717,277717
277717,277717,2
277717,2,2
2,2,134130
2,134130,134130
134130,134130,473187
134130,473187,616994
473187,616994,616994
616994,616994,253061
616994,253061,253061
253061,253061,253061
253061,253061,305920
253061,305920,305920
305920,305920,305920
305920,305920,108088
305920,108088,108088
108088,108088,108088
108088,108088,501066
108088,501066,501066
501066,501066,708752
501066,708752,708862
708752,708862,709318
708862,709318,705495
709318,705495,705495
705495,705495,700542
705495,700542,707581
700542,707581,708591
707581,708591,708905
708591,708905,708922
708905,708922,705790
708922,705790,702798
705790,702798,699684
702798,699684,699454
699684,699454,492995
699454,492995,699454
492995,699454,699454
699454,699454,341057
699454,341057,341057
341057,341057,699454
341057,699454,657482
699454,657482,699650
657482,699650,699454
699650,699454,699454
699454,699454,699454
699454,341057,699454
341057,699454,341057
341057,699454,17839
699454,17839,435338
17839,435338,17839
435338,17839,435338
17839,435338,614390
435338,614390,435338
614390,435338,17839
435338,17839,699474
17839,699474,546046
699474,546046,699474
546046,699474,37002
699474,37002,546046
37002,546046,546046
546046,546046,546046
546046,546046,699474
699474,37002,16587
37002,16587,272522
16587,272522,272522
272522,272522,272522
272522,272522,721133
272522,721133,412763
721133,412763,721133
412763,721133,516284
721133,516284,459450
516284,459450,272522
459450,272522,388963
272522,388963,2
388963,2,335147
2,335147,335147
335147,335147,379384
335147,379384,129126
379384,129126,129126
129126,129126,129126
129126,129126,525114
129126,525114,22
525114,22,2
22,2,22
2,22,306565
22,306565,529932
306565,529932,8195
529932,8195,2
8195,2,335147
335147,335147,267785
335147,267785,267785
267785,267785,267785
267785,267785,93345
267785,93345,93345
93345,93345,617018
93345,617018,528041
617018,528041,93345
528041,93345,93345
93345,93345,93345
93345,93345,330804
93345,330804,16669
330804,16669,578405
16669,578405,186577
578405,186577,202174
186577,202174,211140
202174,211140,16669
211140,16669,93345
16669,93345,186577
93345,186577,186577
186577,186577,301583
186577,301583,578405
301583,578405,578405
578405,578405,186577
578405,186577,139082
186577,139082,293351
139082,293351,537798
293351,537798,139062
537798,139062,139082
139062,139082,402909
139082,402909,139082
402909,139082,300392
139082,300392,139082
300392,139082,293351
139082,293351,293351
293351,293351,139082
293351,139082,139082
139082,139082,293351
139082,293351,740107
293351,740107,199760
740107,199760,139082
199760,139082,293351
139082,293351,699906
293351,699906,293351
699906,293351,719636
293351,719636,465806
719636,465806,465806
465806,465806,465806
465806,465806,64795
465806,64795,293351
64795,293351,64795
293351,64795,537798
64795,537798,293351
537798,293351,414791
293351,414791,414791
414791,414791,643648
414791,643648,643648
643648,643648,414791
643648,414791,414791
643648,643648,643648
643648,643648,147071
643648,147071,147071
147071,147071,708273
147071,708273,708273
708273,708273,708273
708273,708273,147071
708273,147071,147071
147071,147071,365930
147071,365930,147071
365930,147071,147071
147071,147071,147071
147071,147071,716641
147071,716641,450884
716641,450884,450884
450884,450884,450884
450884,450884,205034
450884,205034,205034
205034,205034,205034
205034,205034,512468
205034,512468,205034
512468,205034,205034
205034,205034,585098
205034,585098,585098
585098,585098,205034
585098,205034,205034
205034,205034,416085
205034,416085,416085
416085,416085,416085
416085,416085,205034
416085,205034,205034
205034,205034,134503
205034,134503,134503
134503,134503,134503
134503,134503,447306
134503,447306,579786
447306,579786,447306
579786,447306,579786
579786,447306,447306
447306,447306,579786
447306,447306,447306
447306,579786,579786
579786,579786,447306
579786,447306,428001
447306,428001,264610
428001,264610,264610
264610,264610,264610
264610,264610,766026
264610,766026,766026
766026,766026,766026
766026,766026,285712
766026,285712,264610
285712,264610,264610
264610,264610,428001
264610,428001,428001
428001,428001,428001
428001,428001,264610
428001,264610,612874
264610,612874,612874
612874,612874,612874
612874,612874,261436
612874,261436,261436
261436,261436,261436
261436,261436,694938
261436,694938,750183
694938,750183,750183
750183,750183,694497
750183,694497,694938
694497,694938,750183
750183,694497,694528
694497,694528,694479
694528,694479,694938
694479,694938,524915
694938,524915,524915
524915,524915,524915
524915,524915,694938
524915,694938,694816
694938,694816,524915
694816,524915,694938
524915,694938,750183
694938,750183,171785
750183,171785,171785
171785,171785,171785
171785,171785,2147
171785,2147,171785
2147,171785,171785
171785,171785,369608
171785,369608,369608
369608,369608,171785
369608,171785,171785
171785,171785,90281
171785,90281,90281
90281,90281,171785
90281,171785,171785
171785,369608,171785
171785,2147,2147
2147,2147,171785
2147,171785,716402
171785,716402,716402
716402,716402,716402
716402,716402,663892
716402,663892,513175
663892,513175,612153
513175,612153,663892
612153,663892,12734
663892,12734,716635
12734,716635,663892
716635,663892,663892
663892,663892,716635
663892,716635,716635
716635,716635,663892
663892,663892,193899
663892,193899,162940
193899,162940,162940
162940,162940,193899
162940,193899,600280
193899,600280,85778
600280,85778,193899
85778,193899,162940
193899,162940,256980
162940,256980,256980
256980,256980,256980
256980,256980,193899
256980,193899,162940
193899,162940,85778
162940,85778,193899
193899,162940,193899
162940,193899,523042
193899,523042,457823
523042,457823,668267
457823,668267,167068
668267,167068,668267
167068,668267,693311
668267,693311,731265
693311,731265,731265
731265,731265,693311
731265,693311,310039
693311,310039,693311
310039,693311,693311
693311,693311,161022
693311,161022,161022
161022,161022,551652
161022,551652,551652
551652,551652,189298
551652,189298,693311
189298,693311,693311
693311,693311,310039
693311,693311,693311
310039,693311,310039
693311,310039,551652
310039,551652,693311
551652,693311,310039
310039,551652,603473
551652,603473,603473
603473,603473,603473
603473,603473,603949
603473,603949,603949
603949,603949,603949
603949,603949,603473
603949,603473,603473
603473,603473,602749
603473,602749,602749
602749,602749,602749
602749,602749,603473
602749,603473,603473
603473,603949,603473
603473,603473,572720
603473,572720,572720
572720,572720,572720
572720,572720,348615
572720,348615,348615
348615,348615,467551
348615,467551,134501
467551,134501,134501
134501,134501,134501
134501,134501,348615
134501,348615,348615
348615,348615,462428
348615,462428,283623
462428,283623,283623
283623,283623,462428
283623,462428,283623
462428,283623,462428
283623,462428,462428
462428,462428,462428
462428,462428,449845
462428,449845,186804
449845,186804,449845
186804,449845,608451
449845,608451,608451
608451,608451,608451
608451,608451,27778
608451,27778,608451
27778,608451,514183
608451,514183,608451
514183,608451,608451
608451,608451,449845
608451,449845,179991
449845,179991,477904
179991,477904,179991
477904,179991,477904
477904,179991,179991
179991,179991,179991
179991,179991,477904
179991,477904,636815
477904,636815,291862
636815,291862,636815
291862,636815,291862
636815,291862,403006
291862,403006,291862
403006,291862,586134
291862,586134,291862
586134,291862,64404
291862,64404,291862
64404,291862,636815
291862,636815,64404
636815,64404,416934
64404,416934,586134
416934,586134,291862
586134,291862,586134
586134,291862,13874
291862,13874,687164
13874,687164,687164
687164,687164,687164
687164,687164,13874
687164,13874,13874
13874,13874,687164
13874,13874,572049
13874,572049,519847
572049,519847,519847
519847,519847,519847
519847,519847,387678
519847,387678,572049
387678,572049,519847
572049,519847,572049
519847,572049,715613
572049,715613,716635
715613,716635,296211
716635,296211,572049
296211,572049,716930
572049,716930,572049
716930,572049,519847
519847,519847,694302
519847,694302,694302
694302,694302,694302
694302,694302,695124
694302,695124,693522
695124,693522,693957
693522,693957,693300
693957,693300,717188
693300,717188,717121
717188,717121,717121
717121,717121,718313
717121,718313,718313
718313,718313,717188
718313,717188,717188
717188,717188,717188
717188,717188,556921
717188,556921,556921
556921,556921,556921
556921,556921,188964
556921,188964,188964
188964,188964,188964
188964,188964,556921
188964,556921,556921
556921,556921,198321
556921,198321,198321
198321,198321,198321
198321,198321,556921
198321,556921,556921
556921,556921,715626
556921,715626,716347
715626,716347,716347
716347,716347,716347
716347,716347,716066
716347,716066,715626
716066,715626,715626
715626,715626,715626
715626,715626,715983
715626,715983,716070
715983,716070,715983
716070,715983,382789
715983,382789,716066
382789,716066,715983
716066,715983,715983
715983,715983,715983
715983,715983,504490
715983,504490,152031
504490,152031,152031
152031,152031,504490
152031,504490,504490
504490,504490,504490
504490,504490,152031
152031,152031,152031
152031,504490,152031
504490,504490,219014
504490,219014,219014
219014,219014,219014
219014,219014,321837
219014,321837,321837
321837,321837,668527
321837,668527,55734
668527,55734,55734
55734,55734,55734
55734,55734,668527
55734,668527,668527
668527,668527,703442
668527,703442,703442
703442,703442,692899
703442,692899,692899
692899,692899,692899
692899,692899,668527
692899,668527,321837
668527,321837,321837
321837,321837,321837
321837,668527,668527
668527,668527,523251
668527,523251,523251
523251,523251,720658
523251,720658,720658
720658,720658,720658
720658,720658,523251
720658,523251,720658
523251,720658,427827
720658,427827,390721
427827,390721,390721
390721,390721,427827
390721,427827,390721
390721,390721,3420
390721,3420,427827
3420,427827,390721
390721,390721,390721
390721,427827,696193
427827,696193,427827
696193,427827,427827
427827,427827,427827
427827,427827,696193
696193,427827,390721
427827,390721,427827
390721,427827,701508
427827,701508,79973
701508,79973,109785
79973,109785,79973
109785,79973,79973
79973,79973,137024
79973,137024,701508
137024,701508,79973
701508,79973,137024
79973,137024,79973
137024,79973,79973
79973,137024,305362
137024,305362,79973
305362,79973,79973
79973,79973,701508
79973,701508,79973
79973,137024,10896
137024,10896,318673
10896,318673,10896
318673,10896,10896
10896,10896,10896
10896,10896,128474
10896,128474,717033
128474,717033,10896
717033,10896,10896
10896,10896,90414
10896,90414,90414
90414,90414,90414
90414,90414,693765
90414,693765,693765
693765,693765,693765
693765,693765,281882
693765,281882,281882
281882,281882,281882
281882,281882,732182
281882,732182,732182
732182,732182,732182
732182,732182,711586
732182,711586,732182
711586,732182,711586
732182,711586,711586
711586,711586,732182
732182,711586,716312
711586,716312,716312
716312,716312,716312
716312,716312,228185
716312,228185,228185
228185,228185,228185
228185,228185,739271
228185,739271,569560
739271,569560,283532
569560,283532,209052
283532,209052,209052
209052,209052,739271
209052,739271,739271
739271,739271,739271
739271,739271,569560
283532,209052,283532
209052,283532,739271
283532,739271,739271
739271,739271,209052
739271,209052,283532
739271,739271,514734
739271,514734,514734
514734,514734,739271
514734,739271,739271
739271,739271,755254
739271,755254,167924
755254,167924,167924
167924,167924,627954
167924,627954,755254
627954,755254,627954
755254,627954,755254
755254,627954,574988
627954,574988,574988
574988,574988,755254
574988,755254,692977
755254,692977,692977
692977,692977,692977
692977,692977,755254
692977,755254,755254
755254,755254,574988
755254,574988,574988
574988,755254,714588
755254,714588,714588
714588,714588,714588
714588,714588,297406
714588,297406,297406
297406,297406,297406
297406,297406,618327
297406,618327,618327
618327,618327,714588
618327,714588,714588
714588,714588,130058
714588,130058,130058
130058,130058,130058
130058,130058,597412
130058,597412,597412
597412,597412,597412
597412,597412,543641
597412,543641,543641
543641,543641,543641
543641,543641,721048
543641,721048,526061
721048,526061,526061
526061,526061,526061
526061,526061,625691
526061,625691,721048
625691,721048,625691
721048,625691,625691
625691,625691,625691
625691,625691,721048
625691,625691,526061
625691,526061,330653
526061,330653,330653
330653,330653,330653
330653,330653,568919
330653,568919,568919
568919,568919,568919
568919,568919,385372
568919,385372,568919
385372,568919,568919
568919,568919,646999
568919,646999,564446
646999,564446,435859
564446,435859,435859
435859,435859,219711
435859,219711,219711
219711,219711,219711
219711,219711,435859
219711,435859,435859
219711,435859,139171
435859,139171,139171
139171,139171,139171
139171,139171,219711
139171,219711,435859
219711,435859,564446
435859,564446,435859
564446,435859,219711
219711,219711,201163
219711,201163,201163
201163,201163,201163
201163,201163,693300
201163,693300,693300
693300,693300,693300
693300,693300,249471
693300,249471,249471
249471,249471,2
249471,2,467210
2,467210,467210
467210,467210,583297
467210,583297,583297
583297,583297,583297
583297,583297,2
583297,2,2
2,2,118309
2,118309,118309
118309,118309,118309
118309,118309,249471
118309,249471,467210
249471,467210,467210
467210,467210,146207
467210,146207,146207
146207,146207,146207
146207,146207,449578
146207,449578,146207
449578,146207,146207
146207,449578,449578
449578,449578,603803
449578,603803,604389
603803,604389,604007
604389,604007,603803
604007,603803,605868
603803,605868,603803
605868,603803,603475
603803,603475,604132
603475,604132,604132
604132,604132,603803
604132,603803,603803
603803,603803,603803
603803,603803,604389
603803,604389,603803
604389,603803,604007
603803,604007,603803
604007,603803,603803
603803,603803,605868
603803,605868,604284
605868,604284,604284
604284,604284,604007
604284,604007,603803
604389,603803,304984
603803,304984,560148
304984,560148,100796
560148,100796,304984
100796,304984,304984
304984,304984,440276
304984,440276,304984
440276,304984,304984
304984,304984,304984
304984,304984,560148
304984,560148,59740
560148,59740,59740
59740,59740,59740
59740,59740,456870
59740,456870,456870
456870,456870,59740
456870,59740,59740
59740,59740,690675
59740,690675,690675
690675,690675,690675
690675,690675,59740
690675,59740,59740
59740,59740,613644
59740,613644,613644
613644,613644,59740
613644,59740,59740
59740,59740,601879
59740,601879,195722
601879,195722,601879
195722,601879,489351
601879,489351,489351
489351,489351,284775
489351,284775,207132
284775,207132,195722
207132,195722,195722
195722,195722,601879
195722,601879,552349
601879,552349,457041
552349,457041,606288
457041,606288,606288
606288,606288,195722
606288,195722,195722
195722,195722,686257
195722,686257,660056
686257,660056,684016
660056,684016,684016
684016,684016,455057
684016,455057,455057
455057,455057,144115
455057,144115,288898
144115,288898,278527
288898,278527,278527
278527,278527,278527
278527,278527,288898
278527,288898,684016
288898,684016,684016
684016,684016,684016
684016,684016,416076
684016,416076,416076
416076,416076,660056
416076,660056,416076
660056,416076,209105
416076,209105,209105
209105,209105,2
209105,2,589398
2,589398,684016
589398,684016,684016
684016,684016,339559
684016,339559,660056
339559,660056,416076
660056,416076,660056
416076,660056,686257
660056,686257,111201
686257,111201,111201
111201,111201,684016
111201,684016,684016
684016,684016,707140
684016,707140,707140
707140,707140,707140
707140,707140,2
707140,2,2
2,2,707140
2,707140,707140
707140,2,707140
2,707140,2
2,707140,124912
707140,124912,124912
124912,124912,21010
124912,21010,338625
21010,338625,276947
338625,276947,2
276947,2,96875
2,96875,124912
96875,124912,124912
124912,124912,124912
124912,124912,96875
124912,96875,96875
96875,96875,268096
96875,268096,268096
268096,268096,268096
268096,268096,686257
268096,686257,640717
686257,640717,268096
640717,268096,268096
268096,268096,96875
268096,96875,2
96875,2,96875
2,96875,96875
96875,96875,124912
96875,124912,639772
124912,639772,639772
639772,639772,713524
639772,713524,713524
713524,713524,713524
713524,713524,643599
713524,643599,643599
643599,643599,643599
643599,643599,218716
643599,218716,218716
218716,218716,473956
218716,473956,473956
473956,473956,253736
473956,253736,253736
253736,253736,586401
253736,586401,586401
586401,586401,218716
586401,218716,393436
218716,393436,136370
393436,136370,142347
136370,142347,643599
142347,643599,643599
643599,643599,50278
643599,50278,43982
50278,43982,43982
43982,43982,643599
43982,643599,50278
643599,50278,50278
50278,50278,43982
50278,43982,415943
43982,415943,18993
415943,18993,242370
18993,242370,366313
242370,366313,483462
366313,483462,242370
483462,242370,415943
242370,415943,415943
415943,415943,415943
415943,415943,366313
415943,366313,415943
366313,415943,177473
415943,177473,349011
177473,349011,349011
349011,349011,349011
349011,349011,272523
349011,272523,593892
272523,593892,593892
593892,593892,593892
593892,593892,349011
593892,349011,272523
349011,272523,7443
272523,7443,272523
7443,272523,2
272523,2,2
2,2,239980
2,239980,239980
239980,239980,167438
239980,167438,647
167438,647,258253
647,258253,610952
258253,610952,167438
610952,167438,647
167438,647,167438
647,167438,647
167438,647,424096
647,424096,167438
424096,167438,610952
167438,610952,669935
610952,669935,715146
669935,715146,715146
715146,715146,715146
715146,715146,715039
715146,715039,715169
715039,715169,715146
715169,715146,715039
715146,715039,715039
715039,715039,715146
715039,715146,715146
715146,715146,716643
715146,716643,227679
716643,227679,752867
227679,752867,227679
752867,227679,523604
227679,523604,227679
523604,227679,717121
227679,717121,717121
717121,717121,717038
717121,717038,717121
717038,717121,717121
717121,717121,227679
717121,227679,707804
227679,707804,478883
707804,478883,707804
478883,707804,104885
707804,104885,707804
104885,707804,707804
707804,707804,707804
707804,707804,102339
707804,102339,707804
102339,707804,707804
707804,707804,355281
707804,355281,102339
355281,102339,478883
102339,478883,104885
478883,104885,478883
104885,478883,104885
478883,104885,707804
104885,707804,301326
707804,301326,301326
301326,301326,301326
301326,301326,13589
301326,13589,13589
13589,13589,13589
13589,13589,587512
13589,587512,486046
587512,486046,486046
486046,486046,75822
486046,75822,769246
75822,769246,550495
769246,550495,486046
550495,486046,131784
486046,131784,486046
131784,486046,587512
486046,587512,587512
587512,587512,587512
587512,587512,486046
587512,486046,587512
486046,587512,486046
587512,486046,302156
486046,302156,587512
302156,587512,137414
587512,137414,137414
137414,137414,137414
137414,137414,262874
137414,262874,262874
262874,262874,663677
262874,663677,663677
663677,663677,663677
663677,663677,720261
663677,720261,720261
720261,720261,720261
720261,720261,451790
720261,451790,451790
451790,451790,451790
451790,451790,569532
451790,569532,569532
569532,569532,569532
569532,569532,480266
569532,480266,283082
480266,283082,283082
283082,283082,283082
283082,283082,480266
283082,480266,480266
480266,480266,480266
480266,480266,326618
480266,326618,326618
326618,326618,326618
326618,326618,127202
326618,127202,127202
127202,127202,127202
127202,127202,546394
127202,546394,546394
546394,546394,546394
546394,546394,18078
546394,18078,703641
